标题长度	链接	视频	图片	艾特	时间	话题	星期	min_min 	min_max	min_mean	max_min	max_max	max_mean	mean_min	mean_max	mean_mean	popular
12	1	0	9	0	445	1	2	1550	1550	1550	267	5249	1899	267	5249	1899	0
6	1	0	1	0	419	1	2	172	2162	961	1789	11206	5529	267	20725	2776	1
10	0	0	9	1	1411	0	1	390	3758	1176	1299	14188	7743	622	3821	1914	1
16	0	0	4	0	1377	1	1	374	5217	1396	2668	6990	4300	208	9090	2113	1
11	0	0	4	0	1357	1	1	306	9529	2051	242	140765	3975	2768	2768	2768	0
28	0	0	9	0	1334	1	1	237	18367	1640	1058	24642	6239	1145	7021	4116	1
14	0	1	0	0	1323	0	1	1125	1125	1125	1628	14946	6304	1867	1867	1867	1
20	1	0	4	0	1297	1	1	294	294	294	469	34265	4889	1181	4747	2964	1
29	0	0	9	0	1260	0	1	283	7888	1804	409	34265	7415	151	16527	2423	1
9	1	0	1	0	1224	0	1	515	1810	1120	639	25376	3624	620	2444	1281	1
13	0	0	1	0	1196	0	1	262	4631	1024	113	268284	3615	63	18367	1405	0
7	0	0	9	0	1182	1	1	1237	1237	1237	1519	4891	3218	1807	1807	1807	0
18	0	0	1	0	1142	0	1	554	15009	4912	752	268284	25728	1287	14938	7494	1
15	0	0	9	0	1411	0	0	143	15900	1197	999	6484	2986	187	18348	1893	0
13	0	1	0	0	1389	0	0	1015	1015	1015	1426	1426	1426	798	2142	1315	1
18	0	0	9	0	1368	0	0	695	695	695	232	17898	2569	218	25100	2292	0
24	0	0	9	0	1335	0	0	163	3432	1024	1702	6433	3292	244	19083	2117	1
11	0	0	9	0	1259	0	0	195	17898	1400	341	13422	3085	449	16527	2575	0
25	0	0	0	0	1233	1	0	263	1408	649	152	51074	2390	266	6628	1993	0
8	0	0	9	0	1219	1	0	1531	1531	1531	1211	5159	3432	267	24642	3400	0
11	0	0	4	0	1197	0	0	244	15155	1653	248	65209	4849	169	13657	1658	1
24	0	0	0	0	1178	1	0	433	768	600	2485	6257	4371	639	4109	1849	0
20	0	0	4	0	1151	1	0	263	1408	649	90	140765	2971	270	3246	1234	0
26	0	0	1	0	1127	1	0	263	1408	649	180	26198	2815	224	17411	1961	0
12	0	0	6	0	1117	1	0	306	9529	2051	242	140765	3975	2768	2768	2768	0
8	0	0	1	0	1091	1	0	247	8948	1170	486	2993	1434	106	15374	1206	0
18	0	0	0	0	1062	0	0	623	1785	1204	760	25100	5360	237	50971	2975	1
16	0	0	0	0	1406	1	5	959	959	959	212	11685	2106	184	3436	1299	0
17	0	0	0	0	1376	0	5	374	2063	1080	1097	1097	1097	1097	1097	1097	0
14	0	0	0	0	1362	1	5	52	51074	1959	360	19435	4375	208	104171	3630	0
17	0	0	0	0	1318	0	5	458	458	458	200	24246	2830	52	19096	2615	0
14	0	0	9	1	1291	0	5	180	26198	2815	7573	7573	7573	3148	7573	5019	1
13	0	0	1	0	1277	0	5	215	7293	1140	52	26198	1943	514	3239	1494	0
11	0	0	0	1	1266	0	5	237	18367	1640	306	40832	3493	306	40832	3493	1
23	0	0	9	0	1247	0	5	461	3089	1370	741	25687	5289	284	4690	1394	0
13	0	0	0	0	1204	1	5	1192	1192	1192	1192	3346	2226	184	3436	1299	0
15	0	0	0	0	1177	1	5	124	34170	3015	427	50971	9254	193	50105	6755	1
17	0	1	0	0	1152	0	5	309	309	309	1124	7394	3447	233	5373	1212	1
17	0	0	0	0	1127	1	5	340	2616	1230	1274	3190	2175	1274	1338	1306	0
17	0	0	2	0	1102	0	5	1281	1281	1281	1733	8804	4000	304	15900	3360	0
14	0	0	0	0	1081	1	5	244	3525	1238	269	19435	2600	1274	1492	1393	1
14	0	0	2	0	1365	0	4	272	998	591	216	23474	5541	232	18367	2581	1
15	0	0	9	0	1344	0	4	793	793	793	329	28968	5231	223	12177	2076	0
22	0	0	6	0	1322	1	4	332	2580	1217	1762	7575	5339	840	4237	2252	1
18	1	0	4	0	1296	1	4	409	2936	1232	1337	34170	10370	5500	5500	5500	0
18	0	0	9	0	1275	1	4	332	1972	893	52	268284	3746	237	11925	2411	0
8	0	0	2	0	1250	0	4	262	1823	889	772	2144	1299	772	2144	1299	0
20	0	0	9	0	1236	0	4	110	11708	1204	735	25687	13211	237	50105	2612	0
20	0	0	9	0	1210	0	4	461	1092	769	215	10911	3330	200	12888	2728	0
12	0	0	2	0	1187	0	4	215	2396	766	741	25687	5289	170	14130	1120	0
12	0	0	4	0	1139	1	4	971	2935	1953	517	37189	5384	223	15812	3584	1
16	0	0	1	0	1114	1	4	194	793	415	142	268284	3428	163	8831	1247	0
19	0	0	1	0	1080	0	4	1348	1348	1348	126	24642	2317	142	31164	1605	0
21	0	0	9	0	1057	0	4	264	3099	1402	151	268284	5134	52	26198	1943	1
15	0	0	2	0	1435	0	3	416	1230	823	159	9386	1905	63	8851	1385	0
11	0	0	6	0	1423	0	3	329	23115	4359	4652	7656	6154	4652	7656	6154	1
9	0	1	2	0	1410	0	3	348	768	521	174	35427	3668	283	27616	2584	1
18	0	0	2	0	1396	0	3	347	1656	787	266	3933	1745	196	2336	967	1
16	1	0	4	0	1386	1	3	708	1125	916	201	63557	3080	125	15074	1411	0
17	0	0	9	0	1365	1	3	244	3525	1238	1274	11987	5765	237	50105	2612	0
16	0	0	1	0	1350	0	3	315	315	315	252	7888	2599	739	739	739	0
11	0	0	9	0	1329	0	3	269	3083	898	174	26335	2613	147	37189	2251	0
19	0	0	9	0	1315	1	3	1163	4338	1890	2898	6564	4731	237	50971	2975	1
13	0	0	9	1	1275	0	3	311	585	448	147	37189	2251	156	7548	970	0
15	0	0	1	0	1255	0	3	279	731	505	279	8684	1864	244	19327	1387	0
19	0	0	9	0	1248	0	3	311	585	448	336	20383	2298	201	9038	1287	0
14	0	0	1	0	1226	0	3	194	793	415	209	140765	5085	131	8063	1269	0
14	0	0	9	0	1212	0	3	200	11685	1688	3855	3855	3855	341	36410	3348	1
16	0	0	6	0	540	0	3	694	6695	2189	5249	10569	7954	319	17969	3751	1
15	0	0	9	0	510	1	3	1223	1223	1223	706	24931	12818	232	10049	2531	1
9	0	0	9	0	485	0	3	596	3880	1663	594	8045	3171	552	5700	2070	1
19	0	0	9	0	465	1	3	1496	1496	1496	5692	5692	5692	281	35427	3280	1
9	1	0	1	0	445	1	3	626	22500	4980	403	22500	5181	403	22500	5181	1
19	0	0	1	0	421	0	3	131	8063	1269	233	268284	5576	106	26148	2076	1
22	0	0	0	0	15	1	3	628	644	636	247	26335	3552	237	18367	1640	0
14	1	0	9	0	1429	1	2	244	3525	1238	125	9897	2735	244	11759	2076	1
20	0	1	0	0	1406	0	2	714	714	714	265	26247	2777	124	6279	1359	0
10	0	1	0	0	1390	0	2	586	2822	1297	661	6607	3098	388	13156	2166	1
19	0	0	1	0	1376	0	2	289	289	289	106	50105	2225	311	3446	1113	0
22	0	0	6	0	1355	0	2	268	268	268	691	13675	3984	919	1546	1232	1
15	0	0	4	0	1341	0	2	180	6568	1033	147	37189	2347	262	8307	1376	0
22	0	0	1	0	1326	0	2	263	263	263	160	35427	2505	227	8307	1093	0
12	0	0	2	0	609	0	2	155	4791	914	187	40832	5976	315	6364	1900	0
20	1	0	1	0	578	1	2	641	722	681	169	17742	2432	172	19327	1539	0
21	1	0	2	0	575	1	2	253	5353	836	291	34265	7199	291	7601	2058	0
12	0	0	1	0	547	1	2	263	923	557	295	40260	2092	263	1408	649	0
24	1	0	1	0	535	1	2	516	834	627	52	268284	3746	237	7052	1635	0
15	0	0	9	0	505	0	2	316	1598	872	725	5536	2586	248	5550	1503	1
15	0	0	5	0	445	0	2	311	6118	1847	2276	10149	4498	2629	2629	2629	1
7	1	0	2	0	421	1	2	362	24931	4380	362	24931	4380	362	24931	4380	1
19	1	0	1	0	121	1	2	294	1093	597	2056	48620	14088	169	17742	2432	1
24	1	0	1	0	121	1	2	274	2454	1057	274	22126	4210	106	100712	1955	0
18	1	0	1	0	87	1	2	731	731	731	263	268284	6015	106	100712	1955	0
18	1	0	1	0	83	1	2	663	663	663	253	21036	2995	651	6857	2529	0
11	0	0	2	0	846	0	1	544	544	544	828	3318	1911	544	2537	1192	0
3	0	0	9	0	813	1	1	2149	5857	4003	2149	5857	4003	2149	5857	4003	0
9	0	0	1	0	793	0	1	746	746	746	180	14334	2003	124	21036	1639	0
14	1	0	9	0	783	1	1	489	5353	1357	106	268284	4215	106	268284	4215	0
17	1	0	9	0	763	1	1	736	1483	1074	280	48620	3789	169	17742	2102	0
18	0	0	1	0	745	0	1	126	126	126	209	52816	3021	227	8307	1093	0
12	0	0	6	0	726	0	1	805	2936	2248	52	268284	3746	2656	2656	2656	1
23	0	0	9	0	706	0	1	769	769	769	90	34173	2994	708	2733	1400	0
18	0	0	1	0	685	0	1	227	2395	620	405	104171	5986	65	10607	1305	0
14	0	0	2	0	676	0	1	348	1317	636	295	40260	2092	218	6726	1138	0
16	0	0	9	1	654	0	1	724	724	724	368	8463	2397	549	6133	1850	1
23	0	0	9	0	628	0	1	757	1648	1219	617	16396	4066	296	28785	2260	1
15	0	0	9	0	584	0	1	984	987	985	211	10579	1969	332	2580	1217	1
18	1	0	2	0	571	1	1	1075	1075	1075	410	15433	5267	180	14334	2003	0
22	1	0	1	0	1242	1	6	401	1056	689	648	11785	4517	164	5503	1058	0
10	0	0	9	0	1228	1	6	348	768	521	348	768	521	348	768	521	0
14	1	0	2	0	1211	1	6	531	1197	748	106	11177	4631	106	100712	1955	0
16	0	0	9	0	1193	0	6	721	721	721	721	7175	3349	721	4032	1932	0
17	0	0	9	0	1166	0	6	310	328	319	163	17898	2842	328	328	328	0
13	0	0	9	0	1141	0	6	256	547	401	494	14414	4249	840	4237	2252	0
18	0	0	1	0	1120	0	6	793	793	793	209	52816	3021	237	7052	1635	0
16	0	0	9	0	1090	0	6	890	7308	3410	554	268284	11315	409	34265	7415	1
10	0	0	9	0	1050	0	6	310	328	319	142	31164	1605	919	2545	1452	0
14	0	0	9	0	1027	0	6	164	845	504	494	14414	4249	468	6431	1970	0
30	0	0	2	0	1008	0	6	487	1950	961	460	20593	5203	247	6697	1484	1
13	0	0	0	0	962	1	6	256	2651	842	953	5341	2979	232	5373	1535	0
23	0	0	9	0	934	1	6	332	2580	1217	52	268284	3746	247	6697	1884	0
15	0	0	9	0	904	0	6	641	5469	2382	90	268284	5747	196	25376	2542	0
20	0	0	4	0	868	0	6	256	3762	886	390	13443	2792	150	4829	1280	0
25	0	0	0	0	1123	1	5	486	486	486	491	22500	7881	343	11199	2443	1
13	0	0	9	0	1106	1	5	270	3454	793	1690	27200	14445	187	7154	1149	0
27	0	0	2	0	1056	0	5	242	6564	1001	180	26198	2815	262	4692	1592	0
21	0	0	9	0	1026	0	5	269	7441	2175	423	104171	7842	2073	8187	4504	1
24	0	0	2	0	962	0	5	152	7368	781	297	140765	15599	621	6964	1582	0
17	0	0	2	0	962	0	5	395	1692	769	248	25687	3435	674	1692	1183	0
16	0	0	2	0	947	0	5	334	3904	794	156	50105	2764	212	8804	1081	0
16	0	0	9	0	932	1	5	208	37189	1706	845	10569	5707	367	12438	3539	0
12	0	0	0	0	902	0	5	449	20725	3080	3021	12421	7721	3021	12421	7721	1
22	0	0	9	0	877	1	5	620	620	620	169	40832	3714	257	17239	2604	0
19	0	0	2	0	868	0	5	249	717	465	147	18367	2653	180	6568	1033	0
17	0	0	6	0	846	0	5	373	373	373	373	373	373	373	373	373	0
9	0	0	6	0	794	1	5	267	20725	2776	988	13566	5670	367	12289	3814	0
17	0	0	6	0	775	1	5	197	17742	1995	875	18161	3858	172	19327	2989	0
5	0	0	9	0	759	1	5	215	3086	1213	5134	5134	5134	5134	5134	5134	0
20	1	0	4	0	1222	1	4	593	593	593	461	26198	3146	106	100712	1955	1
27	1	0	4	0	1210	1	4	986	1658	1322	632	20725	6112	1658	3053	2355	1
20	1	0	9	0	1190	1	4	143	777	368	92	15900	1292	777	777	777	1
9	0	0	9	0	1164	0	4	1057	1057	1057	242	140765	3975	405	6423	1853	1
14	0	0	1	0	1141	0	4	2064	11999	5497	1518	14112	5965	1518	14112	5965	1
22	1	0	4	0	1105	1	4	454	2469	870	315	7006	2480	952	2935	1539	0
20	1	0	6	0	1088	1	4	489	489	489	152	51074	2390	65	15900	1536	0
16	1	0	4	0	1077	1	4	169	11785	1792	385	40260	5691	1789	11708	4696	1
10	0	0	4	0	1065	1	4	265	265	265	143	15900	1197	143	4208	1017	0
15	0	0	9	0	1047	1	4	190	4452	866	261	140765	5410	201	13156	2077	0
10	0	0	4	0	1031	1	4	143	143	143	143	15900	1197	143	4208	1017	0
18	0	0	4	0	1025	0	4	197	17742	1995	615	26148	4067	264	6605	2425	1
10	0	0	4	0	998	1	4	143	4208	1017	362	17869	2044	143	15900	1197	0
21	0	0	2	0	1406	0	3	169	1160	769	178	34265	3647	1044	1620	1332	0
35	0	0	2	0	1402	0	3	415	415	415	350	4682	2516	244	5113	1054	0
13	0	0	2	0	1400	0	3	675	675	675	512	33997	6493	504	3171	1318	0
19	0	0	4	0	1382	0	3	595	1123	859	63	28968	1946	302	3563	1088	0
10	0	1	0	0	1363	0	3	858	858	858	367	14234	2993	858	1204	1031	0
21	0	0	6	1	1331	0	3	143	19435	1293	439	27200	5342	169	17742	2432	0
20	1	0	4	0	1309	1	3	531	1197	748	2104	2104	2104	106	100712	1955	1
14	0	0	4	0	1292	1	3	654	654	654	106	268284	4215	489	5353	1357	0
8	0	0	6	0	1271	0	3	813	2785	1799	341	36410	3348	904	3382	1999	0
13	0	0	6	0	1252	0	3	264	264	264	264	6605	2425	487	4261	1450	0
14	0	0	2	0	1230	0	3	152	7368	781	1115	268284	31188	893	1347	1139	0
14	0	0	9	0	1215	0	3	373	2242	1052	306	40832	3493	374	3053	1276	0
17	0	0	1	0	1192	0	3	187	3266	1073	154	17742	2974	195	7575	1431	0
14	0	0	6	0	1172	0	3	63	63	63	196	69182	3499	200	3162	1681	0
8	0	0	1	0	537	1	3	767	901	834	5730	5730	5730	5730	5730	5730	1
7	0	1	2	0	513	0	3	1221	1406	1313	1221	1406	1313	1221	1406	1313	0
16	0	0	9	0	487	0	3	157	1223	517	306	40832	3493	1672	1672	1672	1
7	0	0	9	0	460	1	3	1169	18916	6557	505	23115	9576	505	23115	9576	1
6	1	0	9	0	440	1	3	324	27616	4739	324	27616	4739	324	27616	4739	1
9	0	0	9	0	420	1	3	359	2103	1494	142	268284	3428	142	268284	3428	1
24	1	0	4	0	350	1	3	281	281	281	201	63557	3305	489	5353	1667	1
11	0	0	0	0	79	0	3	489	5353	1357	106	100712	1955	208	37189	1706	0
14	0	0	1	0	47	1	3	249	7146	1170	172	40893	2183	106	100712	1955	0
7	0	1	2	0	1432	0	2	1723	2163	1873	1723	2163	1873	1723	2163	1873	1
20	0	0	4	0	1419	1	2	331	1462	790	801	5441	2779	1119	3618	2191	0
16	0	0	2	0	1401	0	2	155	4791	914	188	14112	3448	1204	1204	1204	0
8	0	1	2	0	1380	0	2	328	3963	1122	1119	3618	2191	805	2881	1895	1
22	0	0	1	0	1366	0	2	754	754	754	200	12888	2728	309	11759	1932	0
9	0	1	2	0	1352	0	2	232	18367	2581	286	28968	2669	286	28968	2669	0
17	0	0	2	0	749	1	2	428	729	578	288	5469	2175	65	6489	1376	0
25	0	0	2	0	738	1	2	125	772	386	613	10103	3302	164	6059	855	0
17	0	0	4	0	654	0	2	295	18440	3507	5249	18440	11844	475	20383	5708	1
17	0	0	6	0	628	1	2	586	1019	755	817	6668	3742	247	6769	1974	1
8	0	0	9	0	600	1	2	163	4856	961	359	2103	1494	359	2103	1494	0
16	0	0	9	0	579	0	2	432	886	680	154	63557	3107	388	13156	2166	1
18	0	0	9	0	554	1	2	155	15961	1621	615	26148	4067	343	25100	2925	0
11	0	0	4	0	527	1	2	860	3991	2425	152	35427	3485	152	35427	3485	0
14	0	0	9	0	505	0	2	620	620	620	90	16396	2692	2276	2276	2276	1
9	0	0	9	0	481	1	2	359	2103	1494	106	26148	2076	106	26148	2076	1
14	0	0	9	0	460	0	2	1103	2110	1563	752	268284	25728	134	11708	1820	1
16	0	0	9	0	440	1	2	142	268284	3428	272	65209	6665	615	26148	4067	1
9	1	0	4	0	417	1	2	151	26247	1679	3991	3991	3991	298	6321	2205	1
21	0	0	9	0	1420	0	1	294	294	294	1122	7368	3404	755	5182	1791	1
16	0	0	1	0	456	0	0	479	4484	1895	776	20725	6132	381	3824	2269	1
9	1	0	1	0	419	1	0	557	12082	2643	131	12082	4965	131	12082	4965	1
20	0	0	9	0	1437	0	6	632	632	632	292	16396	3417	315	17969	1810	1
14	0	0	9	0	1429	0	6	152	3446	1120	201	63557	3305	309	11759	1932	0
24	0	0	1	0	1420	0	6	339	796	489	280	48620	3789	311	6381	1539	0
26	0	0	9	0	1400	0	6	438	2253	1064	249	28968	3041	315	17969	1810	1
26	0	0	4	0	1384	0	6	124	1283	327	106	268284	4215	489	5353	1357	0
18	0	0	9	0	1366	0	6	300	3840	1214	801	2110	1361	801	2110	1361	1
15	0	0	9	0	1352	1	6	1113	1475	1294	1475	48620	13368	247	14234	2302	1
10	0	0	1	0	1327	1	6	1854	1854	1854	1475	48620	13368	280	48620	3789	1
20	0	0	2	0	1323	0	6	110	12780	1451	1475	48620	13368	2875	5034	3954	1
15	0	0	2	0	1303	0	6	304	3709	1314	1475	48620	13368	201	63557	3080	0
9	0	0	1	0	1291	0	6	248	40832	2001	681	14234	4007	3085	3085	3085	1
20	0	0	9	0	1269	1	6	257	7153	1536	1475	48620	13368	280	48620	3789	0
16	0	0	9	0	1233	1	6	1377	4248	2383	48620	48620	48620	674	48620	12055	1
29	0	0	1	0	543	0	6	729	763	746	209	140765	5085	187	34265	1932	0
19	0	0	9	0	521	0	6	793	793	793	1540	7758	3786	125	35427	2844	1
14	0	0	9	0	492	0	6	162	3881	1144	388	18440	3209	309	11759	1932	1
21	0	0	2	0	468	0	6	401	1056	689	208	104171	3630	632	4411	2033	0
20	0	0	1	0	459	0	6	774	774	387	774	40260	10560	415	7436	2145	0
10	0	0	1	0	444	1	6	2935	2935	2935	2935	2935	2935	2935	2935	2935	1
9	1	0	2	0	419	1	6	625	4690	1816	626	28785	6342	626	28785	6342	1
15	0	0	2	0	95	0	6	237	1219	691	639	7436	2852	160	21389	1874	1
15	0	0	2	0	1428	0	5	1005	1005	1005	390	13443	2792	1852	1852	1852	1
11	0	0	9	0	1402	1	5	194	63557	1838	306	40832	3493	265	26247	2777	1
17	0	0	9	0	1383	0	5	331	331	331	331	331	331	331	331	331	0
10	0	0	9	1	1352	0	5	134	134	134	816	2740	1778	172	2162	961	0
9	1	0	4	0	1301	1	5	313	8184	2626	1487	6460	3444	3382	3382	3382	0
17	0	0	2	0	1284	0	5	191	410	304	52	19096	2615	126	7340	863	0
7	0	0	1	0	482	1	5	364	1956	911	253	21036	2995	1184	1686	1435	1
21	0	0	4	0	481	0	5	876	1806	1341	209	140765	5085	1806	1806	1806	0
24	0	0	4	0	461	0	5	505	1311	784	163	17898	2842	52	26198	1943	0
4	0	0	6	0	441	1	5	3382	3382	3382	3382	3382	3382	3382	3382	3382	1
14	0	0	1	0	419	1	5	323	11484	3045	1255	10059	5657	1255	6685	3918	1
12	0	0	9	0	13	0	5	370	1669	774	215	3086	1213	370	2145	1017	0
28	0	0	0	0	3	0	5	272	998	591	654	15521	4073	374	2063	1080	0
12	0	0	9	0	1424	0	4	226	1088	579	5249	5249	5249	270	14188	2449	0
13	0	0	9	0	1396	0	4	1568	1568	1568	402	33997	4407	248	40832	2001	0
19	0	0	2	0	1350	0	4	428	428	428	905	6489	3697	155	13156	2195	1
18	0	1	9	0	1321	0	4	295	5968	2157	211	40260	4603	1544	9371	3998	1
15	0	0	2	0	1295	1	4	209	65209	2843	286	63557	8288	338	65209	7828	1
20	0	0	9	0	1250	0	4	454	5182	1694	359	104171	4627	386	17742	2064	1
27	0	0	4	1	1222	0	4	409	409	409	106	50105	2288	170	1269	593	0
21	0	1	5	0	1196	0	4	455	1669	919	661	11199	2143	1669	1669	1669	1
22	0	0	2	0	448	1	4	324	768	546	253	26335	2199	215	31164	1391	0
6	1	0	4	0	419	1	4	2748	3429	3088	380	23390	3864	380	23390	3864	1
28	0	0	1	0	1405	0	3	411	1965	1050	52	268284	3746	237	7052	1635	1
13	0	0	0	0	1378	0	3	175	1708	617	897	27200	9857	461	6489	1434	0
22	0	1	9	0	1357	0	3	226	1088	579	333	10039	2504	143	15900	1197	0
23	0	0	9	0	1345	0	3	218	539	378	390	13443	2792	180	15374	1398	0
15	0	0	9	0	1325	0	3	131	5981	1005	310	27756	5997	618	6766	2187	0
8	0	0	5	0	1298	0	3	400	12048	1993	215	17742	3153	215	17742	3011	0
19	1	0	6	0	1276	1	3	788	3382	1573	6607	10893	8750	680	26198	3713	1
24	0	1	9	0	1254	0	3	394	1515	853	4881	4881	4881	215	5132	1605	1
4	0	0	0	0	1245	0	3	297	4484	1329	52	51074	1959	52	51074	1959	0
20	0	0	1	0	1228	1	3	874	874	874	985	7792	4388	925	4717	2574	0
19	0	0	9	0	1219	0	3	297	297	297	151	16527	2423	552	5700	2070	0
13	0	0	4	0	1193	0	3	223	2579	1117	350	15074	1806	1180	1180	1180	0
16	0	0	1	0	514	0	3	325	5353	1136	52	19096	2615	106	100712	1955	0
16	0	0	4	0	496	0	3	124	6200	827	905	6206	2837	110	11708	1204	1
12	1	0	6	0	460	1	3	370	1641	1048	253	21036	2995	1641	2296	1968	1
6	1	0	1	0	440	1	3	452	952	702	3172	17742	8859	5663	5663	5663	1
16	0	0	9	0	420	1	3	813	813	813	813	35427	7162	1999	2468	2233	1
16	1	0	4	0	1432	1	2	652	1818	1306	9071	9071	9071	267	20725	2776	1
8	1	0	9	0	1412	1	2	610	610	610	1487	24931	9921	1487	1487	1487	0
14	0	1	2	0	1397	0	2	248	18440	1918	346	17239	5477	1173	5455	2697	0
23	0	0	6	0	1378	0	2	386	2597	1393	2597	9071	5841	244	29363	3281	1
15	0	0	1	0	1354	0	2	189	8885	1560	385	40260	5691	237	50105	2612	1
18	0	0	2	0	1335	0	2	617	778	708	617	16396	4066	617	5227	2435	0
18	0	0	1	0	1315	0	2	178	855	462	463	6361	2157	538	773	655	0
37	0	0	2	0	1313	0	2	159	159	159	244	15900	2874	159	4139	822	0
23	0	0	2	0	1308	0	2	131	979	426	244	15900	2874	159	4338	814	0
30	0	0	6	0	1286	0	2	222	2029	773	509	7108	3284	248	6724	1795	1
14	0	0	4	0	1414	0	0	292	1405	504	428	6574	1665	193	17898	1344	0
11	0	0	9	1	1396	0	0	652	2516	1584	244	12118	3832	292	29363	2981	0
21	0	0	4	0	1376	0	0	622	3541	1652	1187	25376	5837	125	35427	2844	1
16	0	0	1	0	1358	0	0	710	1211	907	209	140765	13652	163	8573	1656	0
20	0	0	9	0	1338	0	0	588	588	588	298	24642	4469	433	4999	2151	0
19	0	0	9	0	1312	0	0	652	2516	1584	712	16466	2987	201	25100	2495	1
16	0	0	4	0	1280	0	0	305	4316	979	198	14532	2788	1509	1509	1509	1
16	1	0	1	1	1253	0	0	215	3454	967	273	35427	3808	65	15900	1536	0
22	0	0	1	0	1236	0	0	247	1288	767	701	20383	9150	681	14234	4007	1
21	0	0	2	0	1212	0	0	159	419	300	201	9038	1287	288	2515	902	0
22	0	0	9	0	1187	0	0	703	2074	1605	2074	34265	12460	2074	2131	2102	1
15	0	0	4	0	1159	0	0	63	63	63	1319	15961	6124	302	3563	1088	1
14	0	0	6	0	1137	0	0	373	2242	1052	373	12780	2474	184	13156	1994	0
13	0	0	9	0	1115	0	0	1002	1002	1002	237	50105	2612	283	7888	1804	0
19	0	0	9	0	1087	0	0	331	6424	1350	212	37189	3000	257	17239	2604	0
19	0	0	9	0	1385	0	6	316	2498	914	154	100712	6983	237	50105	2612	1
20	0	0	9	0	1368	0	6	548	548	548	810	29363	6760	252	34170	3989	1
17	0	0	9	0	1353	0	6	706	706	706	236	24642	2445	706	1994	1215	1
13	0	0	9	0	1336	0	6	201	5421	1358	388	13156	2166	362	10059	2132	1
11	0	0	9	0	1305	0	6	52	50105	4380	752	268284	25728	90	268284	5747	1
15	0	0	9	0	1288	0	6	652	2562	1615	1193	6321	2743	366	17742	2144	0
17	0	0	9	0	1265	0	6	151	268284	5134	752	268284	25728	90	50971	7175	1
25	0	0	9	0	1242	0	6	328	1235	631	2176	18161	10168	410	2712	1186	0
8	1	0	6	0	1216	1	6	680	680	680	7270	7270	7270	736	2175	1315	0
7	1	0	6	0	1213	1	6	1091	1091	1091	2467	2467	2467	628	4825	2193	0
30	1	0	4	0	1189	1	6	394	1191	683	462	268284	9700	215	3086	1213	0
14	0	0	9	0	1171	0	6	468	6431	1970	252	104171	5771	4792	4792	4792	0
15	0	0	2	0	1148	0	6	359	2188	921	359	9631	4290	448	10268	2063	0
17	0	0	4	0	1132	0	6	231	5091	1281	1755	11287	6521	65	6605	2727	0
12	0	0	1	0	1113	0	6	1561	1561	1561	2855	27756	11617	675	34173	6267	0
30	0	0	9	0	1427	0	5	134	134	134	298	40260	4364	400	1223	811	0
21	0	0	9	0	1408	0	5	184	3904	1398	275	9223	2385	2241	2241	2241	1
15	0	0	9	0	1385	1	5	1015	1911	1463	52	268284	3746	52	268284	3746	1
7	1	0	9	0	1366	1	5	1091	1091	1091	2467	2467	2467	628	4825	2193	0
19	0	0	1	0	1347	0	5	309	309	309	623	14130	3576	233	5373	1212	0
19	0	0	1	0	1325	0	5	356	1653	887	218	25100	2292	249	25100	1665	0
15	0	0	9	0	1300	1	5	232	5373	1535	890	14414	7652	215	8804	1713	1
21	0	0	1	0	1287	0	5	243	1626	789	208	34265	2467	882	1403	1091	0
19	0	0	1	0	1265	0	5	244	2612	780	113	268284	3615	1418	2612	2015	0
14	0	0	9	0	1241	0	5	278	7449	1738	403	11290	2638	279	15961	2198	0
19	0	0	9	0	1222	1	5	247	3419	784	400	13347	2860	248	18440	1918	0
17	0	0	9	0	1213	1	5	880	880	880	2089	13156	5638	622	4754	2688	0
17	0	0	2	0	1201	0	5	369	369	369	252	19461	2149	270	2662	852	0
21	0	0	1	0	1180	0	5	280	14234	1721	52	268284	3746	2867	3536	3201	1
17	0	0	1	0	1163	0	5	1010	1010	1010	305	12664	3797	816	4230	2689	0
9	0	0	9	0	628	0	5	1188	11206	2922	5414	11206	8310	1718	40893	7955	1
23	0	0	9	0	599	0	5	279	2708	963	410	11976	4412	283	27616	2584	1
26	0	0	1	0	572	0	5	262	334	298	334	11999	3830	189	8573	1352	0
20	0	0	6	0	563	0	5	304	5313	1301	248	65209	4849	267	20725	2776	1
14	1	0	9	0	530	1	5	676	1723	1182	338	40893	9861	270	19096	2259	0
21	0	0	1	0	508	0	5	362	10059	2132	310	27756	5997	2211	2211	2211	1
16	0	0	9	0	483	0	5	170	3263	863	258	40832	7319	664	2312	1405	0
7	0	0	9	0	461	1	5	719	2585	1420	178	34265	3647	497	10039	2323	1
2	1	0	6	0	439	1	5	9356	9356	9356	9356	9356	9356	9356	9356	9356	1
8	0	0	1	0	420	0	5	248	65209	4849	248	65209	4849	248	65209	4849	1
23	0	1	2	0	1438	0	4	226	3190	1094	284	40832	8458	328	8573	1908	1
11	0	0	9	0	1416	1	4	1358	1358	1358	2509	10738	6580	396	9017	3982	0
26	0	0	9	0	1398	0	4	928	3357	1847	16396	16396	16396	661	13840	2722	1
19	1	0	9	0	1384	1	4	295	2986	911	1901	10666	5658	343	11535	2292	1
19	0	0	1	0	1364	0	4	358	6361	1437	6361	6361	6361	157	24642	3031	1
23	0	0	2	0	1018	0	4	180	565	368	244	11991	1754	178	5469	1038	0
17	0	0	2	0	1017	0	4	200	410	305	52	268284	3746	164	5244	876	0
