标题长度	链接	视频	图片	艾特	时间	话题	星期	min_min 	min_max	min_mean	max_min	max_max	max_mean	mean_min	mean_max	mean_mean	popular
22	0	0	9	0	665	0	0	311	1103	724	152	51074	2390	257	10039	1551	0
21	0	0	9	0	640	0	0	169	1184	691	1983	1983	1983	227	8307	1093	0
16	0	0	0	1	582	0	0	878	878	878	3971	7489	5730	463	6361	2157	0
14	0	0	2	0	543	1	0	264	3049	1342	147	17742	3779	147	17742	3779	1
17	0	0	9	0	520	0	0	52	26198	1943	258	19096	3260	237	31164	2941	1
17	0	0	1	0	485	0	0	193	1515	647	278	35427	2190	247	7533	1433	0
23	0	0	9	0	457	0	0	152	65209	2353	142	268284	3428	233	28968	2857	1
11	0	0	9	0	434	1	0	499	2617	1558	164	16466	4015	201	34170	2902	1
12	1	0	2	0	412	1	0	1103	2110	1563	1103	2110	1563	1103	2110	1563	1
12	0	0	1	0	1411	0	6	154	1546	494	126	10607	1343	52	7582	1094	0
13	0	0	9	0	1392	1	6	1085	2016	1550	2340	5258	3432	661	13840	2722	1
13	0	0	9	0	1371	1	6	682	1452	1012	256	13057	1757	170	12664	1539	1
14	0	0	1	0	1355	0	6	134	7980	1593	341	13422	3085	1149	6752	2200	1
15	0	0	1	0	1335	0	6	1825	3000	2412	267	24642	3400	3000	3000	3000	1
8	0	0	4	0	758	0	6	428	1875	1265	310	27756	5997	327	15812	3891	1
14	0	0	9	0	726	0	6	189	8885	1560	1475	4152	2573	1069	2764	1976	1
9	0	0	1	0	702	0	6	201	4375	889	163	2986	1041	163	2986	1041	0
25	0	0	9	0	674	0	6	329	504	417	324	10565	3667	1257	1257	1257	1
11	1	0	9	1	646	0	6	1410	1410	1410	1410	65209	24532	184	13156	1994	1
18	0	0	2	0	635	0	6	249	715	504	146	27756	2751	239	5323	1314	0
15	0	0	1	0	607	0	6	418	660	515	175	11585	2134	215	5500	1278	0
7	0	0	9	0	580	1	6	617	1415	1016	1629	1629	1629	1629	1629	1629	1
13	0	0	0	0	550	0	6	1806	1806	1806	427	50971	9254	52	50105	4380	1
13	1	0	1	0	527	1	6	154	154	154	697	35427	9723	1743	3281	2512	1
12	0	0	6	0	518	0	6	263	5362	1111	113	268284	3615	278	35427	2190	0
19	0	0	9	0	495	0	6	257	2576	1116	563	29363	6841	244	9821	2139	1
17	0	0	6	1	469	0	6	180	1665	713	441	25687	9469	441	6322	1858	0
7	0	0	2	0	448	1	6	908	908	908	2877	10484	6680	292	4083	1933	1
12	0	0	9	0	419	1	6	762	1216	1006	504	8372	4197	801	8372	3220	1
20	0	1	4	0	931	0	5	460	2240	1029	1441	10421	5931	257	25687	2120	0
19	0	0	1	0	913	0	5	476	663	569	193	17898	1344	65	4534	823	0
9	0	0	9	0	900	0	5	547	2881	1257	602	36410	3684	248	40832	2001	0
17	0	0	9	0	884	0	5	309	1471	766	3663	3663	3663	1471	1471	1471	0
10	0	0	9	0	870	1	5	237	18367	1640	255	24642	2721	643	6574	2452	1
17	0	0	9	0	852	0	5	557	557	557	673	17742	4006	1541	2175	1858	1
9	1	0	9	0	838	0	5	987	7847	2596	69182	140765	104973	1192	140765	53341	1
8	0	0	9	0	807	1	5	169	8045	1415	164	16466	4015	340	11290	2318	1
16	0	0	9	0	787	0	5	1471	1471	1471	52	268284	3746	188	10666	2616	1
22	0	1	6	0	761	0	5	540	1728	1303	7989	7989	7989	143	26335	2234	0
18	0	0	8	0	730	0	5	292	29363	2981	216	23474	5541	871	6495	3573	1
18	0	0	4	0	710	0	5	821	4362	2044	18348	18348	18348	310	27756	5997	1
16	0	0	9	0	682	0	5	632	11925	2203	1519	14986	4498	632	12048	3258	1
16	0	0	9	0	639	1	5	142	268284	3428	69182	140765	104973	1530	7601	4565	1
10	0	0	9	0	912	0	4	288	1905	1035	187	28968	2160	237	18367	1640	1
23	0	0	1	0	850	0	4	578	2434	1389	1514	14938	8226	1039	2802	1920	1
17	1	0	4	0	830	1	4	708	2400	1585	188	268284	5169	316	9821	2262	0
19	0	0	9	0	814	0	4	1432	1432	1432	232	18367	2581	1052	3933	2492	0
15	0	0	2	0	795	0	4	803	803	803	538	12438	3809	352	13467	2756	0
16	0	0	6	0	763	0	4	2075	5700	3202	6200	6200	6200	1803	13347	4767	1
16	0	0	9	0	729	0	4	242	9761	1394	3958	12664	7442	3958	12664	7442	1
16	0	0	2	0	718	0	4	508	748	628	435	16758	5980	180	18367	2049	1
17	0	0	9	0	703	0	4	1087	1583	1257	599	5568	1560	599	5568	1560	0
14	0	0	1	0	677	0	4	928	928	928	10607	10607	10607	645	10607	4941	1
15	0	0	6	0	657	0	4	368	8463	2397	2075	5700	3202	595	8108	2697	1
15	0	0	2	0	643	0	4	286	286	286	460	20593	6405	201	6361	1233	0
16	0	0	6	0	588	0	4	324	6214	1486	359	104171	4627	2075	5700	3202	1
21	0	0	9	0	558	0	4	895	1733	1314	410	10569	2688	599	5568	1560	1
15	0	0	2	0	762	0	3	1517	1517	1517	198	140765	5615	90	34173	2994	0
4	0	0	1	0	743	1	3	6640	7832	7236	6640	7832	7236	6640	7832	7236	1
23	0	0	2	0	712	0	3	63	2320	484	195	7575	1431	195	3172	940	0
21	0	0	1	0	686	0	3	125	11287	1396	595	15374	4407	836	3002	1919	0
17	0	0	1	0	642	0	3	270	695	437	5444	8060	6752	201	9038	1287	0
11	0	0	9	0	617	0	3	206	1950	676	237	36410	3307	358	10039	2400	0
16	0	0	1	0	602	1	3	270	469	246	125	104171	2396	195	2014	827	0
8	0	0	5	0	586	1	3	460	608	534	269	19435	2600	460	2240	1029	0
10	0	0	9	0	567	1	3	212	1374	754	126	63557	3604	237	52816	2639	0
15	0	0	4	0	539	0	3	273	1194	592	1188	11206	2922	261	9529	1605	0
22	1	0	4	0	512	1	3	319	987	650	90	50971	7175	211	15074	1736	0
22	0	0	2	0	480	0	3	413	413	413	302	19435	3376	201	34170	2902	1
24	0	0	9	0	460	0	3	206	1950	676	403	22500	5181	339	5328	1302	1
6	1	0	2	0	441	1	3	201	28968	3025	316	19435	6669	316	19435	6669	1
15	0	0	1	0	422	1	3	683	1719	1060	172	140765	17085	321	8851	2093	1
15	0	0	9	0	704	0	2	488	2189	1164	865	20725	8085	208	13347	1601	1
24	0	0	9	0	683	0	2	169	1647	893	423	104171	7842	196	11355	2055	1
24	0	0	1	0	672	0	2	233	233	233	90	268284	5747	1475	1792	1633	0
11	0	0	4	0	603	0	2	237	18367	1640	255	24642	2721	477	4719	2305	1
13	0	0	1	0	567	0	2	1143	1143	1143	106	52816	1616	247	8948	1170	0
11	0	0	9	0	542	0	2	170	14130	1120	362	9761	2835	189	31164	2023	0
14	0	0	9	0	520	0	2	201	7854	1973	291	34265	7199	362	9761	2835	1
15	0	0	4	0	494	0	2	928	2234	1628	7436	7436	7436	571	7436	4003	1
17	0	0	0	0	487	0	2	492	2023	993	362	9761	2835	1203	1203	1203	0
11	0	0	9	0	460	0	2	261	1922	1091	306	40832	3493	252	17869	2353	1
10	1	0	9	0	440	1	2	916	2662	1790	552	33997	6038	365	33997	4866	1
16	0	0	9	0	420	0	2	261	9529	1605	169	13467	4729	1010	10016	4702	1
7	0	0	4	0	1432	0	1	708	2400	1585	529	8565	2137	529	8565	2137	1
15	0	0	9	0	1422	0	1	353	417	385	292	29363	2981	169	13657	1658	1
8	0	0	1	1	1414	0	1	265	3590	817	362	9761	2835	110	11708	1204	0
28	0	0	2	0	716	1	0	283	2159	1212	52	50105	4380	287	14414	2223	1
21	0	0	1	0	706	0	0	395	442	418	209	140765	5085	65	7768	1184	0
20	0	0	4	0	689	0	0	1177	2071	1082	1068	4881	2673	52	26198	1943	1
14	0	0	2	0	655	0	0	284	3880	1027	17742	17742	17742	420	5388	1658	0
5	0	0	9	0	630	1	0	1311	1311	1311	1311	1311	1311	1311	1311	1311	1
7	1	0	1	0	619	1	0	508	4171	2339	1192	8372	4782	1192	8372	4782	0
19	0	0	1	0	601	0	0	308	2565	1218	648	24642	7018	152	65209	2353	1
21	0	0	9	0	569	0	0	473	875	674	338	13272	3242	212	8804	1081	0
15	0	0	9	0	555	0	0	414	1014	798	209	140765	5085	190	10893	2099	0
13	0	0	1	0	532	0	0	215	31164	1391	317	31164	3691	362	9761	2835	0
19	0	0	1	0	506	1	0	147	1337	610	414	28968	3530	65	15961	1893	0
16	0	0	9	0	500	0	0	1305	1305	1305	1286	5981	3017	292	4083	1933	1
14	0	0	9	0	461	0	0	463	1190	791	320	6965	2443	1190	1190	1190	1
10	1	0	4	0	449	1	0	489	6607	2078	208	104171	3630	314	12664	2254	0
20	0	0	9	0	425	0	0	170	17239	2359	1521	17239	6425	52	50105	4380	1
22	1	0	2	0	626	1	6	369	678	523	187	28968	2160	476	2325	1034	0
10	0	0	2	0	615	1	6	343	2973	1031	178	18367	2164	261	12915	1790	0
15	0	0	2	0	605	1	6	248	248	248	1255	6685	3918	1138	2855	1593	0
7	1	0	6	0	586	1	6	52	48620	1996	154	63557	3107	941	2970	2320	0
15	0	0	2	0	558	1	6	355	355	355	187	28968	2160	229	499	361	0
12	0	0	2	0	544	0	6	712	2194	1453	1518	14112	5491	358	14112	3691	1
15	0	0	1	0	522	1	6	180	2485	1145	142	268284	3428	172	11685	1526	0
10	0	0	4	0	499	1	6	273	35427	3808	649	14130	5952	517	37189	5384	1
29	0	0	2	0	475	1	6	248	940	577	201	28968	3440	187	28968	2160	0
29	0	0	2	0	452	1	6	248	940	577	278	25687	2600	889	889	889	1
11	0	0	9	0	431	1	6	1613	2183	1898	1613	2183	1898	1613	2183	1898	1
21	0	0	1	0	419	1	6	131	6470	1003	52	268284	3746	125	35427	2844	0
13	0	1	9	0	1426	0	5	516	11785	3714	2522	11199	8207	316	19435	6669	1
20	0	0	9	0	1385	0	5	170	14130	1120	324	63557	8017	292	29363	2981	1
25	0	0	9	0	1376	1	5	369	7108	2355	520	40893	4331	52	268284	3746	1
22	0	0	9	0	619	0	5	216	20725	3127	591	23474	8998	554	40832	6185	1
14	0	0	6	0	595	1	5	445	445	445	215	31164	2581	63	18367	1405	0
18	0	0	6	0	570	1	5	248	940	577	591	779	685	263	1408	649	1
11	1	0	4	0	539	1	5	1254	3002	2128	1254	3002	2128	1254	3002	2128	0
15	0	0	2	0	514	0	5	265	3590	817	209	140765	13652	586	12726	2783	1
11	0	0	9	0	488	0	5	248	3465	809	624	1690	1357	178	9017	1314	0
15	0	0	9	0	462	0	5	196	2395	961	403	22500	5181	624	1690	1357	1
20	0	0	9	0	442	1	5	673	2668	1519	6460	63557	17469	151	268284	5134	0
11	1	0	4	0	424	1	5	385	8372	2724	283	29363	3883	292	29363	2981	1
4	0	0	9	0	2	1	5	212	9071	2594	298	40260	4364	298	40260	4364	1
44	0	0	9	1	1426	0	4	458	1353	905	772	26335	7308	1216	4524	2454	1
13	0	0	8	0	1392	0	4	517	1235	761	617	3958	1856	134	11708	1820	1
17	0	0	1	0	1373	0	4	286	6489	1692	671	8129	3857	475	6444	2563	1
14	0	0	1	1	1369	0	4	369	678	523	1348	1348	1348	253	5353	836	0
16	0	0	9	0	1346	0	4	680	680	680	113	268284	3615	284	12755	2595	1
22	1	0	2	0	680	1	4	369	678	523	106	100712	1955	189	8077	1498	0
22	0	0	1	0	662	0	4	316	1275	606	295	18440	3507	216	8307	1358	0
16	0	0	2	0	641	0	4	1978	1978	1978	864	5503	2982	864	5503	2982	0
16	0	0	1	0	615	0	4	256	272	264	65	15900	1536	237	548	392	0
24	0	0	1	0	610	0	4	190	663	384	142	26247	2308	281	6387	1097	0
20	0	0	4	0	596	0	4	265	26247	2777	379	40832	4611	140	15900	3241	1
12	0	0	9	0	569	0	4	263	1408	649	215	31164	2581	263	3881	1298	0
24	0	0	9	0	547	1	4	263	1379	592	142	268284	3428	263	4397	1063	0
16	0	0	9	0	479	1	4	515	1125	770	271	11179	2387	187	18348	1893	0
15	0	0	9	0	465	1	4	263	923	557	125	104171	2396	263	4397	1063	1
4	0	0	1	0	443	1	4	284	40832	8458	284	40832	8458	284	40832	8458	1
8	1	0	5	0	419	1	4	200	24246	2830	90	140765	2971	90	140765	2971	1
8	0	0	0	0	159	1	4	1628	1628	1628	52	268284	3746	313	6334	2497	1
14	0	0	2	0	785	0	3	236	8519	1830	242	140765	3975	545	7172	2547	0
13	0	0	6	0	757	1	3	156	50105	2764	455	21036	4492	449	20725	3080	1
18	0	0	6	0	735	0	3	448	7208	1633	6245	6245	6245	188	268284	5169	1
15	0	0	1	0	713	0	3	283	643	469	1751	1751	1751	244	2612	780	0
9	0	0	6	0	691	1	3	263	1408	649	498	8565	3352	1422	1422	1422	1
15	0	0	4	0	672	0	3	478	1459	788	178	34265	3647	292	29363	2981	1
16	0	0	2	0	643	0	3	3447	3447	3447	1116	35427	8368	2855	12664	7759	1
23	0	0	1	0	618	0	3	268	268	268	134	7980	1593	157	2076	695	0
20	0	0	1	0	609	0	3	211	211	211	52	23115	2201	200	6766	1272	0
20	0	0	1	0	603	0	3	178	178	178	155	17869	2575	331	1546	707	0
13	0	0	1	0	598	0	3	190	190	190	157	24642	3031	256	3762	886	0
15	0	0	1	1	579	0	3	346	1458	858	328	63557	13529	2142	2142	2142	1
18	1	0	4	0	545	1	3	823	823	823	523	50971	6379	65	17411	1466	1
16	0	0	9	0	513	0	3	178	423	300	598	5563	2291	552	1946	929	0
18	0	0	4	0	479	0	3	302	2731	1032	52	268284	3746	218	25100	2292	0
18	0	0	1	0	784	0	2	52	2461	1134	244	268284	5214	2461	2461	2461	1
16	1	0	9	0	752	1	2	52	48620	1996	6278	6278	6278	284	18098	4107	1
12	0	0	4	0	691	0	2	880	1371	1125	1371	1925	1648	824	2485	1393	0
9	0	0	9	0	669	1	2	576	1341	958	1336	19461	5918	663	7270	2977	1
16	1	0	9	0	648	1	2	400	2467	1241	309	50971	8657	237	50971	2975	1
14	1	0	9	0	628	1	2	242	242	242	6736	6736	6736	159	5217	726	0
15	0	0	4	0	604	0	2	285	4285	942	5968	5968	5968	1391	1391	1391	1
14	0	0	9	0	580	0	2	390	13443	2792	377	25100	4254	438	10268	3576	0
12	0	0	9	0	559	1	2	208	17742	1877	3027	13675	8351	664	33997	5819	1
15	1	0	1	0	530	1	2	388	2202	1325	572	2925	1393	774	2202	1355	1
11	0	0	9	0	513	1	2	237	50105	2612	1115	268284	31188	212	268284	13685	1
4	1	0	9	0	500	1	2	286	7548	1798	209	65209	2843	209	65209	2843	1
10	0	0	9	0	480	1	2	131	9480	1827	52	50105	4380	4255	4255	4255	1
23	0	0	1	0	463	0	2	385	1586	921	52	268284	3746	342	7293	1494	1
19	0	0	9	0	439	0	2	1209	1209	1209	1336	19461	5918	1336	2472	1904	1
13	0	0	7	0	1052	0	1	557	40893	9223	3019	40893	21956	3019	40893	16814	1
19	0	1	0	0	1027	0	1	2021	2021	2021	1658	7601	4682	641	16827	3634	1
19	0	0	6	0	1000	0	1	355	7449	1367	810	29363	6760	295	7009	2885	1
12	1	0	4	0	978	1	1	283	283	283	2327	2327	2327	164	5244	876	0
17	0	0	1	0	963	0	1	464	464	464	201	63557	3080	147	7964	1684	0
18	0	0	1	0	938	0	1	271	906	581	52	268284	3746	605	8667	2280	0
12	0	0	9	0	935	0	1	337	3900	1263	237	50105	2612	236	24642	2445	0
23	0	0	1	0	913	0	1	376	376	376	311	12421	3160	331	1458	627	0
16	0	0	9	0	878	0	1	65	6489	1376	154	63557	3107	2028	3879	2769	1
12	0	0	1	0	858	1	1	620	620	620	310	27756	5997	263	7208	1802	1
8	0	0	9	0	831	0	1	134	11708	1820	188	268284	5169	347	30007	4575	1
18	0	0	1	0	823	0	1	375	388	381	4285	4690	4487	216	8307	1358	0
13	0	0	9	0	788	0	1	470	470	470	297	13057	3330	205	17453	2393	1
10	0	0	9	0	774	0	1	248	3465	809	622	12755	4543	237	50105	2612	0
19	0	0	9	0	739	0	1	337	2118	1207	163	17898	2842	573	4103	1672	1
17	0	0	2	0	1197	0	0	652	652	652	318	3578	1179	499	841	672	0
17	0	0	1	0	1185	0	0	395	478	436	190	10921	1627	159	2480	855	0
28	0	0	1	0	1167	0	0	258	1652	653	52	268284	3746	142	31164	1605	0
20	0	0	9	0	1159	0	0	113	1313	639	147	37189	2251	126	10607	1343	1
17	0	0	6	1	1137	0	0	586	1317	873	362	9761	2835	316	11495	1932	0
15	0	0	2	0	1114	0	0	278	1379	857	187	5968	2297	247	6697	1484	0
19	0	0	9	0	1094	0	0	263	923	557	125	104171	2396	281	8632	1423	0
14	0	0	2	0	1049	0	0	270	3454	793	2401	2401	2401	247	6697	1484	0
17	0	0	1	0	1027	0	0	292	16396	3417	539	140765	10467	3933	3933	3933	1
22	0	0	1	0	1005	0	0	464	464	464	278	25687	2600	147	37189	2347	0
14	0	0	1	0	975	0	0	993	993	993	646	23390	4929	646	23390	4929	0
19	0	0	1	0	953	1	0	448	7208	1633	17898	17898	17898	763	16527	6304	1
10	1	0	9	0	934	1	0	63	2320	484	248	40832	2001	248	40832	2001	0
15	0	0	1	0	908	0	0	1074	1074	1074	602	37189	4795	292	29363	2981	1
14	0	0	2	0	905	0	0	247	509	366	358	6703	1553	92	15900	1292	0
11	0	0	2	0	1370	0	6	190	1458	549	244	11991	1754	190	3407	867	0
18	0	0	2	0	1360	0	6	190	190	190	470	12664	4153	190	3407	867	0
21	0	0	2	0	1355	0	6	358	855	568	232	17898	3684	124	17969	1442	0
20	0	0	2	0	1328	0	6	223	2579	1117	346	23474	5284	152	37189	1753	1
15	0	0	4	0	1309	0	6	311	13675	1279	7569	7569	7569	1408	2908	2158	0
11	0	0	9	0	1289	1	6	504	3171	1318	724	14986	4671	295	23390	4422	0
19	0	0	2	0	1267	0	6	233	5373	1212	2610	8684	5350	441	15812	3260	1
15	0	0	2	0	1249	0	6	351	464	407	188	26335	4244	90	8189	1748	0
14	0	0	9	0	1233	0	6	320	430	375	430	18367	6568	318	3578	1179	0
18	1	0	9	0	1211	1	6	413	1167	790	418	20383	3331	556	6752	1939	1
24	0	0	1	0	1189	0	6	256	272	264	341	13422	3085	256	4362	1040	0
18	0	0	2	0	1179	1	6	351	464	407	215	18916	2639	113	23474	1571	0
16	0	0	4	0	1162	0	6	554	554	554	448	5323	2045	154	3634	872	0
6	0	0	1	0	1141	1	6	929	2842	1728	387	5021	2137	387	5021	2137	1
12	0	0	4	0	1123	0	6	1195	1195	1195	329	34265	3570	932	2413	1557	0
14	0	0	4	0	1436	0	5	331	1462	790	874	10016	3143	544	2537	1192	1
16	0	0	4	0	1425	0	5	1187	1187	1187	1187	8187	4687	585	6334	2754	0
20	0	0	2	0	1406	0	5	556	1583	1069	270	14188	2449	1583	1583	1583	1
19	0	0	1	0	1397	0	5	356	356	356	356	13675	4820	172	11685	1526	0
15	0	0	1	0	1383	0	5	143	5498	1089	698	13057	4614	1728	5498	2929	1
18	1	0	9	0	1366	1	5	1027	1027	1027	52	268284	3746	152	51074	2390	0
12	0	0	6	0	1345	0	5	224	806	511	332	12780	2726	248	40832	2001	0
13	0	0	1	1	1320	0	5	201	9038	1287	252	34170	3989	252	34170	3989	0
15	0	0	6	0	1299	0	5	201	9038	1287	1122	3811	2564	373	11287	2452	1
16	0	0	4	0	1277	0	5	352	2545	1448	707	5829	3190	1692	3034	2363	1
11	0	0	9	0	1256	0	5	634	3696	1735	302	8548	2944	302	8548	2944	1
16	0	0	1	0	1235	1	5	287	1591	702	421	6605	1665	488	2189	1164	0
11	0	0	1	0	1205	1	5	574	574	574	163	17898	2842	386	1572	933	0
8	0	0	1	0	1157	0	5	154	6441	1283	539	140765	10467	2935	2935	2935	1
17	0	0	4	0	1136	0	5	432	5829	1853	172	18839	2566	271	11179	2387	0
13	1	0	9	0	1408	1	2	697	1091	894	52	268284	3746	212	37189	2970	1
19	0	0	1	0	1403	0	2	223	585	404	675	34173	6267	667	1818	1160	0
13	0	0	9	0	1369	0	2	435	3348	1820	332	19461	5697	306	40832	3493	1
11	0	0	8	0	1351	0	2	256	13467	3406	188	268284	5169	663	17239	4061	1
15	0	0	1	0	1341	0	2	212	8804	1081	206	17898	2212	249	4220	1322	0
11	0	0	2	0	1319	0	2	263	7208	1802	310	27756	5997	201	34170	2902	1
20	0	0	9	0	1289	0	2	264	3099	1402	267	10258	3277	208	37189	1706	1
17	0	0	9	0	1276	0	2	314	12664	2254	3858	10484	6188	283	14414	3955	1
16	0	0	9	0	1253	0	2	197	14665	1468	403	11290	2638	573	4103	1672	1
11	0	0	1	0	1236	0	2	258	9356	2170	286	63557	8288	1563	8465	4019	1
15	0	0	2	0	1218	0	2	632	1024	809	160	24246	2781	65	10607	1305	0
23	0	0	1	0	1206	0	2	439	439	439	310	27756	5997	267	20725	2776	1
15	0	0	9	0	1202	1	2	1014	2668	1841	52	268284	3746	253	21036	2995	0
23	1	0	4	0	1187	1	2	223	585	404	307	268284	14297	124	21036	1639	1
15	0	1	0	0	1171	0	2	511	996	727	642	11199	3911	222	6257	1570	0
17	0	0	1	0	582	0	2	416	416	416	187	14112	2796	421	1023	622	0
18	0	0	1	0	536	0	2	131	8063	1269	233	268284	5576	106	26148	2076	0
21	0	0	6	0	515	0	2	131	131	131	52	268284	3746	131	3186	1020	0
15	0	0	9	0	488	0	2	252	4527	1662	5568	5568	5568	188	5568	2781	1
15	0	0	2	0	483	0	2	635	635	635	476	50105	6957	635	8559	2822	0
19	0	0	2	0	476	0	2	435	435	435	218	21389	2849	164	5503	1058	0
20	0	0	2	0	472	0	2	327	926	588	191	100712	3088	190	2678	994	0
19	0	0	2	0	466	0	2	193	2064	509	621	140765	16093	164	6059	855	0
27	0	0	2	0	459	0	2	283	418	345	362	19327	5519	126	7340	863	0
13	0	0	9	0	440	1	2	1188	11206	2922	686	8372	3421	801	8372	3220	1
9	0	0	9	0	420	1	2	608	7436	4022	608	7436	4022	608	7436	4022	1
16	0	0	1	0	14	0	2	434	1196	806	463	3999	1886	488	2189	1164	0
19	0	0	4	0	1425	0	1	325	4538	1776	4538	4538	4538	755	13675	3408	1
25	0	0	1	0	1411	0	1	421	1023	622	180	16527	1900	1023	1161	1092	0
19	0	0	9	0	659	1	1	261	261	261	327	34265	6263	218	6726	1138	0
20	0	0	9	0	636	0	1	285	4285	942	926	27756	8798	210	12868	2531	0
12	0	0	9	0	579	0	1	946	2088	1690	538	13566	4746	208	23474	3333	1
12	0	0	9	0	545	0	1	532	819	709	762	9480	4424	762	762	762	1
17	0	0	9	0	509	0	1	1035	1527	1281	373	24642	2559	1449	1449	1449	0
21	0	0	2	0	481	0	1	284	13612	2043	13612	13612	13612	310	27756	5997	1
13	0	0	9	0	464	0	1	467	5836	1922	467	5836	1922	467	5836	1922	1
11	0	0	9	0	443	0	1	541	5343	2331	5186	5186	5186	5186	5186	5186	1
22	0	0	1	0	425	1	1	324	768	546	500	20725	4712	229	7936	1582	0
4	0	0	6	0	420	1	1	2794	2794	2794	523	50971	6349	1384	13467	5039	1
13	0	0	9	0	1429	0	0	498	8565	3352	193	50105	6755	52	50105	4380	1
10	0	0	4	0	1424	1	0	557	2074	1110	147	37189	2251	178	9017	1314	0
9	0	0	9	0	1418	0	0	1145	7021	4116	272	65209	6665	1058	24642	6239	1
14	0	0	2	0	1409	0	0	878	895	886	258	11759	2979	147	37189	2251	0
14	0	0	2	0	1398	0	0	152	7368	781	2029	3225	2627	163	6990	1230	0
22	0	0	1	0	720	1	0	249	717	465	1120	63557	18703	263	5362	1111	0
23	0	0	1	0	678	0	0	514	514	514	126	63557	3604	52	21436	1339	0
25	0	0	9	0	669	1	0	261	557	409	327	34265	6263	143	4208	1017	0
20	0	0	1	0	660	0	0	263	1114	516	147	37189	2347	163	17898	1772	0
19	0	0	4	0	657	0	0	223	585	404	667	1818	1160	126	7340	863	0
27	0	0	9	0	634	1	0	557	2074	1110	1575	6381	4140	147	37189	2251	1
33	0	0	1	0	625	1	0	242	242	242	242	29363	2303	242	1532	887	0
9	0	0	6	0	592	1	0	257	7153	1536	2533	2533	2533	387	5021	2137	1
9	0	0	1	0	583	0	0	289	910	649	242	140765	3975	152	7368	781	0
11	0	0	9	0	567	1	0	908	908	908	248	14188	2949	279	5968	2375	1
3	0	0	1	0	543	1	0	1307	1307	1307	1307	1307	1307	1307	1307	1307	1
22	0	0	9	0	537	0	0	307	2076	1043	741	25687	5289	288	15374	1931	1
12	0	0	8	0	515	1	0	529	540	534	261	37189	4448	198	28968	2272	0
11	0	0	9	0	479	0	0	206	8482	1715	345	8554	4449	390	13443	2792	1
16	0	0	8	0	465	1	0	557	2074	1110	147	37189	2251	525	2074	1391	1
13	0	0	1	0	836	0	6	172	11685	1526	247	26335	3552	270	14938	2903	1
12	0	0	1	1	806	0	6	242	35427	2853	279	28785	4735	2785	5376	3819	1
5	0	0	9	0	785	1	6	3260	3260	3260	3260	3260	3260	3260	3260	3260	1
16	1	0	9	0	762	1	6	765	765	765	154	63557	3107	90	23474	1376	0
11	0	0	1	0	704	1	6	570	8465	2502	654	15521	4073	1563	8465	4019	1
15	0	0	9	0	680	0	6	226	698	462	296	28785	2260	296	10911	1878	1
18	1	0	9	0	670	1	6	184	201	192	312	2008	1093	734	734	734	0
23	0	1	0	0	650	0	6	383	968	672	596	18348	7218	169	17742	2432	1
15	1	0	1	0	611	1	6	200	11685	1688	1563	8465	4019	570	8465	2502	1
21	0	0	6	0	562	0	6	52	19096	2615	10819	10819	10819	2080	10819	6449	1
21	0	0	1	0	533	0	6	518	1509	1046	267	26148	2572	106	63557	1800	1
16	0	0	6	0	510	0	6	754	3059	1906	427	22500	4657	816	4230	2689	0
16	0	0	4	0	497	0	6	1096	1483	1289	415	17239	3536	2131	2131	2131	1
23	0	0	9	0	472	0	6	478	821	642	21436	21436	21436	821	966	895	1
23	0	0	1	0	834	0	5	575	575	575	287	15812	2550	575	575	575	0
24	0	0	9	0	808	0	5	972	972	972	252	34170	8309	2404	2404	2404	1
10	0	0	9	0	783	0	5	314	12664	2254	200	24246	2830	200	24246	2830	1
19	0	0	9	0	755	0	5	151	26247	1679	1170	9437	4435	134	11708	1820	1
22	0	0	2	0	735	0	5	287	1088	608	362	9761	2835	373	3049	1578	0
11	1	0	6	0	722	1	5	667	734	700	248	40832	2001	350	2639	1456	0
15	0	0	9	0	698	0	5	142	268284	3428	626	34173	9961	90	268284	5747	1
22	0	0	4	0	686	0	5	319	1628	840	333	26335	7721	125	11287	1396	1
19	0	0	9	0	624	0	5	151	5714	940	294	34173	5286	125	104171	2396	0
14	0	0	4	0	612	0	5	1305	1305	1305	292	29363	2981	380	10149	1761	0
20	0	0	1	0	601	1	5	388	388	388	340	19435	2641	314	2040	1177	0
16	0	0	9	0	572	1	5	142	268284	3428	3858	34173	10442	90	268284	5747	1
12	0	0	1	1	540	0	5	169	3696	807	1014	8371	2781	247	6769	1974	1
18	0	0	9	0	514	0	5	644	1188	832	2091	2091	2091	663	2700	1659	1
12	0	0	4	0	490	0	5	134	7308	1411	1103	10389	3466	1326	5182	3254	0
17	0	0	1	0	780	0	4	311	1997	753	106	63557	1800	370	2145	1017	0
18	0	0	9	0	760	0	4	237	50971	2975	3153	28968	16060	539	140765	10467	1
20	0	0	1	0	738	0	4	417	8882	1966	2522	11199	8207	178	34265	3647	1
16	0	0	5	0	729	0	4	113	7293	1425	414	28968	3530	286	28968	2669	0
12	1	0	9	0	720	1	4	620	620	620	52	268284	3746	209	11999	2901	0
11	0	0	6	0	712	0	4	143	2911	807	180	26198	2815	143	4208	1017	0
14	0	0	1	0	695	0	4	92	15900	1292	180	18367	2049	113	23474	1571	0
16	0	0	6	0	676	0	4	285	4285	942	2963	2963	2963	310	11484	1854	0
19	0	0	1	1	658	0	4	413	413	413	201	10565	1843	393	4490	1545	0
